TYPE, USR, H, W, HWR, SOR, AR, WPR-L, WPR-D, HCM-L, HCM-D, CM-X, CM-Y, SLOPE, DIS 
'autentican', '1', 105, 284, 0.36971830985915494, 0.030717639168343393, 812.6965794768612, 0.5316593886462883, 0.4683406113537118, 0.52, 0.48065573770491804, 53, 133, 0.5714285714285714, 8.06225774829855 
'autentican', '1', 122, 291, 0.41924398625429554, 0.024787335924736635, 846.8097571967777, 0.5522727272727272, 0.44772727272727275, 0.541638608305275, 0.458361391694725, 63, 132, 0.875, 10.63014581273465 
'autentican', '1', 117, 304, 0.3848684210526316, 0.028115159694107064, 866.8747188484031, 0.528, 0.472, 0.522731865023237, 0.4756516467973328, 57, 148, 0.8888888888888888, 12.041594578792296 
'autentican', '1', 120, 293, 0.40955631399317405, 0.026564277588168372, 763.9620591581343, 0.5053533190578159, 0.49464668094218417, 0.5006459948320413, 0.49935400516795864, 57, 146, 0.38461538461538464, 13.92838827718412 
'autentican', '1', 141, 302, 0.46688741721854304, 0.02259170541543375, 1009.7362735428114, 0.5280665280665281, 0.47193347193347196, 0.5161554192229039, 0.47627811860940694, 78, 141, 0.30434782608695654, 24.041630560342615 
'autentican', '1', 126, 295, 0.4271186440677966, 0.023567393058918484, 892.2379338175949, 0.5422374429223744, 0.4577625570776256, 0.5230002266032178, 0.47450713800135963, 70, 138, 0.35294117647058826, 18.027756377319946 
